impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-117038,A584586,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Uhura,Cat,1 YEAR,Female,Domestic Shorthair,Tortie / White,5/9/19 0:00,Received on,3400 S 262ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584586,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 3400 S 262ND ST, KENT WA 98032<p/> Description: Tortie / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117078,A583783,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A583783,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Katrina,Cat,1 YEAR,Spayed Female,Domestic Longhair,Black / White,5/10/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A583783,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Description: Black / White<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Katrina and I am available for adoption.<p/><p/>I was brought in by a good samaritan on April 27th, 2019.<p/><p/>I'm a really sweet gal who just likes to take my time getting to know you. Once we become friends, I'm actually quite snuggly and love to get pets on my head and shoulders. I would probably take my time getting used to my new surroundings and would love to have a slow transition into my new home. <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K19-117063,A584653,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Gray,5/10/19 0:00,Received on,11300 AVONDALE RD NE,REDMOND,WA,98052,REDMOND,47.70048,-122.092758,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 11300 AVONDALE RD NE, REDMOND WA 98052<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-117066,A584656,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584656,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Johann,Cat,4 YEARS,Neutered Male,Domestic Mediumhair,Black / White,5/10/19 0:00,Received on,11900 SE 212TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584656,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 11900 SE 212TH PL, KENT WA 98031<p/> Description: Black / White Neutered Male Domestic Mediumhair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117075,A584686,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584686,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Curie,Cat,7 WEEKS,Spayed Female,Domestic Shorthair,Brn Tabby / White,5/10/19 0:00,Received on,27500 46TH CT S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584686,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 27500 46TH CT S, AUBURN WA 98001<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117071,A584662,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Black,5/10/19 0:00,Received on,8200 COAL CREEK PKWY SE,NEWCASTLE,WA,98059,NEWCASTLE,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 8200 COAL CREEK PKWY SE, NEWCASTLE WA 98059<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-117106,A584727,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A584727,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Wyatt,Cat,2 YEARS,Neutered Male,Domestic Mediumhair,Org Tabby / White,5/11/19 0:00,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584727,Image Copyright HLP Inc. 2019,"Received on: 2019-05-11<p/> Description: Org Tabby / White<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p/>Hi! My name is Wyatt and I am available for adoption. I was brought in by an Animal Control Officer on May 11, 2019.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am bonded with my buddy Lizzie, which means we must be adopted together. If you have room in your home and heart for two new friends then we might just be the cats for you! <p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Lizzie (A580290) and Wyatt (A584727) are bonded and must be adopted together.<p/>",GREEN
K19-117102,A580290,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A580290,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Lizzie,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Tortie,5/11/19 0:00,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A580290,Image Copyright HLP Inc. 2019,"Received on: 2019-05-11<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p/>Hi! My name is Lizzie and I am available for adoption. <p/><p/>I was brought in by an Animal Control Officer on May 11, 2019.<p/><p/>I am a very sweet little lady who loves to cook and make buiscuits! I love sitting on your lap and giving loves as much as I love receiving them! <p/><p/>I am bonded with my buddy Wyatt, which means we must be adopted together. If you have room in your home and heart for two new friends then we might just be the cats for you! <p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/> Lizzie (A580290) and Wyatt (A584727) are bonded and must be adopted together.<p/>",GREEN
K19-117123,A584772,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A584772,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Graham,Cat,7 WEEKS,Neutered Male,Domestic Shorthair,Black / White,5/12/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584772,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",BLUE
K19-117124,A584773,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A584773,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Xander,Cat,7 WEEKS,Neutered Male,Domestic Shorthair,Brn Tabby,5/12/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584773,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",BLUE
K19-117138,A584787,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A584787,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Evie,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / Tortie,5/12/19 0:00,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584787,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Description: Brn Tabby / Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Evie and I am available for adoption.<p/><p/>I was brought in by my previous owner on [date] because [reason, e.g. they were moving]. I lived in a home with [other cats/dogs, young/older children]. My previous owner described me as [shy, outgoing, loving, playful, etc.].<p/><p/>I was brought in by a good samaritan on 5/12/19.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>",GREEN
K19-117111,A478075,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,3 YEARS 8 MONTHS,Neutered Male,Domestic Shorthair,Org Tabby,5/12/19 0:00,Received on,14700 25TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 14700 25TH AVE NE, SHORELINE WA 98155<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS 8 MONTHS<p/>",
K19-117126,A584774,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Shorthair,Black / White,5/12/19 0:00,Received on,27000 PACIFIC HWY S,KENT,WA,98032,KENT,47.359776,-122.3082,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584774,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27000 PACIFIC HWY S, KENT WA 98032<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117127,A584776,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Marla,Cat,4 WEEKS,Female,Domestic Shorthair,Black / White,5/12/19 0:00,Received on,27000 PACIFIC HWY S,KENT,WA,98032,KENT,47.359776,-122.3082,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584776,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27000 PACIFIC HWY S, KENT WA 98032<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117129,A584778,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Shorthair,Seal Pt,5/12/19 0:00,Received on,27000 PACIFIC HWY S,KENT,WA,98032,KENT,47.359776,-122.3082,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584778,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27000 PACIFIC HWY S, KENT WA 98032<p/> Description: Seal Pt Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117128,A584777,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Sprinkles,Cat,4 WEEKS,Female,Domestic Shorthair,Tortie,5/12/19 0:00,Received on,27000 PACIFIC HWY S,KENT,WA,98032,KENT,47.359776,-122.3082,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584777,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27000 PACIFIC HWY S, KENT WA 98032<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117123,A584772,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584772,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Graham,Cat,7 WEEKS,Neutered Male,Domestic Shorthair,Black / White,5/12/19 0:00,Received on,27500 46TH CT S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584772,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27500 46TH CT S, AUBURN WA 98001<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-117124,A584773,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584773,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Xander,Cat,7 WEEKS,Neutered Male,Domestic Shorthair,Brn Tabby,5/12/19 0:00,Received on,27500 46TH CT S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584773,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 27500 46TH CT S, AUBURN WA 98001<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-117138,A584787,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584787,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Evie,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / Tortie,5/12/19 0:00,Received on,29100 47TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584787,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 29100 47TH AVE S, AUBURN WA 98001<p/> Description: Brn Tabby / Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-117115,A584762,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Female,Domestic Mediumhair,Black,5/12/19 0:00,Received on,7900 10TH AVE S,SEATTLE,WA,98108,SEATTLE,47.531779,-122.3192,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584762,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 7900 10TH AVE S, SEATTLE WA 98108<p/> Description: Black Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117116,A584763,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Female,Domestic Mediumhair,Black / White,5/12/19 0:00,Received on,7900 10TH AVE S,SEATTLE,WA,98108,SEATTLE,47.531779,-122.3192,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584763,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 7900 10TH AVE S, SEATTLE WA 98108<p/> Description: Black / White Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117114,A584761,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Male,Domestic Mediumhair,Black / White,5/12/19 0:00,Received on,7900 10TH AVE S,SEATTLE,WA,98108,SEATTLE,47.531779,-122.3192,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584761,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 7900 10TH AVE S, SEATTLE WA 98108<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117117,A584764,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,5 WEEKS,Male,Domestic Mediumhair,Black / White,5/12/19 0:00,Received on,7900 10TH AVE S,SEATTLE,WA,98108,SEATTLE,47.531779,-122.3192,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584764,Image Copyright HLP Inc. 2019,"Received on: 2019-05-12<p/> Found Near: 7900 10TH AVE S, SEATTLE WA 98108<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-117171,A580406,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A580406,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Matilda,Cat,3 YEARS 2 MONTHS,Spayed Female,Domestic Mediumhair,Gray / White,5/13/19 0:00,Received on,27111 167TH PL SE,COVINGTON,WA,98042,COVINGTON,47.358606,-122.118905,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A580406,Image Copyright HLP Inc. 2019,"Received on: 2019-05-13<p/> Description: Gray / White<p/>  Spayed Female Domestic Mediumhair Cat<p/> Age: 3 YEARS 2 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>Hi! My name is Matilda and I am available for adoption. I was brought in by a good samaritan on February 28, 2019. <p/><p/>I am the most precious kitty you will ever meet. I LOVE attention and I will accept as much petting as you're willing to offer!  I am a total lovebug and I'm looking for my forever people!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>",
